ticket_id,customer_id,timestamp,product,plan,region,customer_tenure_months,customer_age_group,ticket_channel,complaint_text,complaint_category,sub_category,sentiment,sentiment_score,urgency,priority,previous_ticket_count,same_issue_count,previous_resolution_time_hours,current_resolution_time_hours,agent_id,resolution_status,resolution_text,customer_satisfaction,refund_requested,refund_amount,service_downtime_minutes,usage_drop_percent,payment_failure_count,competitor_mentioned,churn_risk,churned,root_cause,root_cause_confidence,date,month,week,order_id,payment_id,refund_id,order_amount,order_status,payment_status,refund_status,refund_amount_synthetic,transaction_date,refund_requested_date
T06237,C10300,2026-06-16 18:16:00,Credit Card,Enterprise,Bengaluru,46,55+,Chat,I was charged twice for the same transaction,Payment,Payment,Negative,-0.49,Low,P3,7,2,14,15,AG118,Resolved,Investigated payment issue; gateway latency identified and corrective action applied.,3.9,True,6977.37,10,9.0,4,True,Medium,No,Gateway latency,0.92,2026-06-16,2026-06,25,ORD-105218,PAY-205218,REF-305218,6977.37,COMPLETED,FAILED,COMPLETED,6977.37,,
T08682,C11185,2026-06-16 18:25:00,Credit Card,Basic,Chennai,25,18-24,App,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.54,Medium,P2,5,3,11,9,AG107,Pending Customer,Case escalated for further investigation; suspected cause: payment gateway timeout.,1.0,False,0.0,26,26.6,3,False,Medium,No,Payment gateway timeout,0.9,2026-06-16,2026-06,25,ORD-105219,PAY-205219,REF-305219,5462.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T09180,C10105,2026-06-16 19:20:00,Mobile App,Standard,Hyderabad,40,18-24,Email,Money added to my wallet is missing,Wallet,Wallet,Negative,-0.48,High,P1,3,1,10,10,AG121,Resolved,Investigated wallet issue; wallet ledger sync failure identified and corrective action applied.,4.6,False,0.0,22,14.1,2,False,Low,No,Wallet ledger sync failure,0.83,2026-06-16,2026-06,25,ORD-105220,PAY-205220,REF-305220,4748.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T09824,C10764,2026-06-16 19:26:00,Mobile App,Enterprise,Kolkata,23,18-24,Email,Money was deducted but the transaction failed,Payment,Payment,Neutral,-0.07,Low,P3,3,2,5,6,AG110,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.7,True,17294.58,25,2.3,0,False,Low,No,Payment gateway timeout,0.86,2026-06-16,2026-06,25,ORD-105221,PAY-205221,REF-305221,17294.58,COMPLETED,FAILED,COMPLETED,17294.58,,
T05294,C10430,2026-06-16 23:02:00,Streaming,Basic,Bengaluru,37,55+,Social Media,I cannot log into my account,Login,Login,Negative,-0.42,Medium,P2,5,3,26,19,AG106,Resolved,Investigated login issue; session management bug identified and corrective action applied.,3.6,False,0.0,4,14.6,2,False,Low,No,Session management bug,0.78,2026-06-16,2026-06,25,ORD-105222,PAY-205222,REF-305222,13841.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02796,C10596,2026-06-16 23:43:00,Internet,Enterprise,Delhi NCR,38,25-34,App,Router is not connecting to the network,Router,Router,Negative,-1.0,Medium,P2,5,4,12,11,AG106,Resolved,Investigated router issue; configuration sync failure identified and corrective action applied.,4.7,False,0.0,4,7.3,0,False,Medium,No,Configuration sync failure,0.92,2026-06-16,2026-06,25,ORD-105223,PAY-205223,REF-305223,12342.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T04023,C11252,2026-06-17 00:27:00,Internet,Enterprise,Chennai,71,35-44,Social Media,Internet stops working randomly,Connectivity,Connectivity,Negative,-0.97,Low,P3,5,3,3,4,AG100,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,4.1,False,0.0,380,21.5,2,False,Medium,No,Network congestion,0.93,2026-06-17,2026-06,25,ORD-105224,PAY-205224,REF-305224,8061.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07596,C11391,2026-06-17 00:28:00,Credit Card,Standard,Bengaluru,52,25-34,Chat,I cannot make a transaction because of my card limit,Limit,Limit,Negative,-0.52,Medium,P2,7,2,25,17,AG111,Resolved,Investigated limit issue; account verification issue identified and corrective action applied.,3.8,False,0.0,10,6.2,2,False,Low,No,Account verification issue,0.95,2026-06-17,2026-06,25,ORD-105225,PAY-205225,REF-305225,7544.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06795,C11407,2026-06-17 00:38:00,Mobile App,Standard,Ahmedabad,55,35-44,Email,Login fails after entering the correct credentials,Login,Login,Negative,-0.36,High,P1,5,5,8,9,AG112,Resolved,Investigated login issue; session management bug identified and corrective action applied.,4.0,False,0.0,16,11.4,0,False,Low,No,Session management bug,0.86,2026-06-17,2026-06,25,ORD-105226,PAY-205226,REF-305226,4878.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09151,C10095,2026-06-17 04:42:00,Internet,Basic,Kolkata,63,45-54,Social Media,Wi-Fi router is showing a red light,Router,Router,Neutral,-0.18,Medium,P2,5,2,22,17,AG112,Resolved,Investigated router issue; configuration sync failure identified and corrective action applied.,3.7,False,0.0,2,17.1,1,False,Low,No,Configuration sync failure,0.84,2026-06-17,2026-06,25,ORD-105227,PAY-205227,REF-305227,11661.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07636,C11731,2026-06-17 04:44:00,Streaming,Enterprise,Hyderabad,24,18-24,Chat,My monthly bill is higher than expected,Billing,Billing,Negative,-0.57,Medium,P2,2,2,15,14,AG104,Pending Customer,Case escalated for further investigation; suspected cause: pricing configuration error.,1.2,True,21680.95,6,6.0,4,False,Medium,No,Pricing configuration error,0.83,2026-06-17,2026-06,25,ORD-105228,PAY-205228,REF-305228,21680.95,COMPLETED,FAILED,PENDING,21680.95,,
T06520,C11488,2026-06-17 05:36:00,Credit Card,Enterprise,Mumbai,44,18-24,Email,I do not recognize a transaction on my card,Fraud Alert,Fraud Alert,Negative,-0.9,Low,P3,2,0,25,35,AG116,Resolved,Investigated fraud alert issue; unauthorized transaction identified and corrective action applied.,2.7,False,0.0,5,12.2,2,False,Low,No,Unauthorized transaction,0.9,2026-06-17,2026-06,25,ORD-105229,PAY-205229,REF-305229,4284.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05398,C11416,2026-06-17 05:44:00,Credit Card,Premium,Lucknow,30,55+,App,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.51,High,P1,9,5,7,7,AG111,Resolved,Investigated payment issue; gateway latency identified and corrective action applied.,4.3,False,0.0,14,0.0,6,False,Medium,No,Gateway latency,0.76,2026-06-17,2026-06,25,ORD-105230,PAY-205230,REF-305230,2286.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01806,C11028,2026-06-17 08:58:00,E-commerce,Enterprise,Bengaluru,43,55+,Phone,Delivery is delayed beyond the promised date,Delivery,Delivery,Negative,-0.27,Medium,P2,4,1,1,2,AG113,Resolved,Investigated delivery issue; warehouse backlog identified and corrective action applied.,3.8,False,0.0,24,41.4,0,False,Low,No,Warehouse backlog,0.93,2026-06-17,2026-06,25,ORD-105231,PAY-205231,REF-305231,7565.0,DELIVERED,SUCCESS,NOT_REQUESTED,0.0,,
T08377,C11139,2026-06-17 11:31:00,E-commerce,Standard,Kolkata,19,35-44,Phone,The package has been stuck at the delivery hub,Delivery,Delivery,Negative,-0.88,High,P1,4,2,8,6,AG120,Resolved,Investigated delivery issue; incorrect address routing identified and corrective action applied.,4.4,False,0.0,1,18.5,0,False,Medium,No,Incorrect address routing,0.83,2026-06-17,2026-06,25,ORD-105232,PAY-205232,REF-305232,4705.0,DELIVERED,SUCCESS,NOT_REQUESTED,0.0,,
T07233,C10986,2026-06-17 11:42:00,Mobile App,Premium,Kolkata,32,18-24,Email,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.45,Low,P3,7,5,23,26,AG107,Resolved,Investigated payment issue; gateway latency identified and corrective action applied.,2.2,True,19376.79,17,13.4,3,False,Medium,No,Gateway latency,0.76,2026-06-17,2026-06,25,ORD-105233,PAY-205233,REF-305233,19376.79,COMPLETED,FAILED,COMPLETED,19376.79,,
T09402,C10747,2026-06-17 12:23:00,Mobile App,Standard,Kolkata,20,55+,Social Media,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.84,Medium,P2,2,2,6,5,AG105,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,5.0,True,22246.53,18,9.9,1,False,Low,No,Duplicate transaction processing,0.77,2026-06-17,2026-06,25,ORD-105234,PAY-205234,REF-305234,22246.53,COMPLETED,FAILED,PENDING,22246.53,,
T07879,C10183,2026-06-17 12:32:00,E-commerce,Premium,Hyderabad,70,55+,Email,My refund has not arrived yet,Refund,Refund,Negative,-0.66,Critical,P0,3,1,25,18,AG102,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,5.0,False,0.0,24,1.7,1,False,Low,No,Bank settlement delay,0.86,2026-06-17,2026-06,25,ORD-105235,PAY-205235,REF-305235,12954.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03131,C10076,2026-06-17 13:57:00,Mobile App,Enterprise,Hyderabad,66,55+,Social Media,I was charged twice for the same transaction,Payment,Payment,Negative,-0.55,Low,P3,6,1,10,8,AG105,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,3.1,True,11020.12,12,0.0,4,True,Low,No,Duplicate transaction processing,0.81,2026-06-17,2026-06,25,ORD-105236,PAY-205236,REF-305236,11020.12,COMPLETED,FAILED,PENDING,11020.12,,
T06364,C10203,2026-06-17 14:32:00,E-commerce,Standard,Kolkata,36,25-34,Chat,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.95,Low,P3,2,2,6,5,AG109,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,3.4,True,4646.75,1,15.2,4,False,Low,No,Bank API failure,0.92,2026-06-17,2026-06,25,ORD-105237,PAY-205237,REF-305237,4646.75,COMPLETED,FAILED,COMPLETED,4646.75,,
T04773,C10295,2026-06-17 15:11:00,Credit Card,Enterprise,Ahmedabad,13,25-34,Chat,A valid transaction was unexpectedly declined,Transaction,Transaction,Negative,-0.98,High,P1,0,0,1,2,AG115,Resolved,Investigated transaction issue; bank issuer decline identified and corrective action applied.,2.7,False,0.0,16,0.0,2,False,Low,No,Bank issuer decline,0.89,2026-06-17,2026-06,25,ORD-105238,PAY-205238,REF-305238,13734.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01820,C10611,2026-06-17 15:21:00,Mobile App,Standard,Lucknow,62,25-34,Social Media,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.81,Medium,P2,2,1,6,11,AG100,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,3.9,True,8205.02,0,13.2,3,False,Low,No,Duplicate transaction processing,0.84,2026-06-17,2026-06,25,ORD-105239,PAY-205239,REF-305239,8205.02,COMPLETED,FAILED,PENDING,8205.02,,
T06460,C10248,2026-06-17 16:02:00,Internet,Basic,Pune,24,18-24,Chat,Internet has been completely down,Downtime,Downtime,Negative,-1.0,Medium,P2,6,5,141,112,AG107,Resolved,Investigated downtime issue; core network failure identified and corrective action applied.,4.2,False,0.0,706,4.9,2,False,Medium,No,Core network failure,0.89,2026-06-17,2026-06,25,ORD-105240,PAY-205240,REF-305240,5459.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03897,C10621,2026-06-17 17:36:00,E-commerce,Standard,Ahmedabad,33,18-24,App,The order was cancelled after payment was completed,Order Cancellation,Order Cancellation,Negative,-0.89,Low,P3,1,0,30,22,AG116,Resolved,Investigated order cancellation issue; payment-order reconciliation failure identified and corrective action applied.,3.7,False,0.0,23,11.0,2,False,Low,No,Payment-order reconciliation failure,0.92,2026-06-17,2026-06,25,ORD-105241,PAY-205241,REF-305241,13198.0,CANCELLED,FAILED,NOT_REQUESTED,0.0,,
T07633,C11027,2026-06-17 18:12:00,E-commerce,Enterprise,Kolkata,51,45-54,App,My refund has not arrived yet,Refund,Refund,Negative,-0.52,Medium,P2,6,5,12,13,AG105,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,2.8,False,0.0,19,30.5,2,False,Medium,No,Refund processing queue backlog,0.94,2026-06-17,2026-06,25,ORD-105242,PAY-205242,REF-305242,13667.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05024,C10654,2026-06-17 19:43:00,Streaming,Standard,Lucknow,54,18-24,App,A previously available show has disappeared,Content,Content,Negative,-0.88,Low,P3,3,2,23,22,AG100,Resolved,Investigated content issue; content licensing expiration identified and corrective action applied.,4.5,False,0.0,13,24.7,0,False,Medium,No,Content licensing expiration,0.93,2026-06-17,2026-06,25,ORD-105243,PAY-205243,REF-305243,14406.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T06384,C11589,2026-06-17 20:24:00,Credit Card,Basic,Chennai,5,45-54,Email,Refund status has been pending for several days,Refund,Refund,Negative,-0.33,High,P1,4,2,13,13,AG121,Open,Case escalated for further investigation; suspected cause: bank settlement delay.,2.3,False,0.0,7,16.0,0,False,Medium,No,Bank settlement delay,0.83,2026-06-17,2026-06,25,ORD-105244,PAY-205244,REF-305244,5459.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01988,C10321,2026-06-17 20:42:00,E-commerce,Standard,Jaipur,6,35-44,Social Media,My order was cancelled without my approval,Order Cancellation,Order Cancellation,Negative,-0.31,Medium,P2,4,4,19,15,AG116,Resolved,Investigated order cancellation issue; inventory synchronization bug identified and corrective action applied.,2.7,False,0.0,3,23.7,1,False,Medium,No,Inventory synchronization bug,0.83,2026-06-17,2026-06,25,ORD-105245,PAY-205245,REF-305245,3655.0,CANCELLED,FAILED,NOT_REQUESTED,0.0,,
T05283,C10629,2026-06-17 21:13:00,E-commerce,Basic,Pune,33,25-34,Chat,The package has been stuck at the delivery hub,Delivery,Delivery,Negative,-0.66,Medium,P2,7,1,5,7,AG123,Resolved,Investigated delivery issue; incorrect address routing identified and corrective action applied.,3.1,False,0.0,14,2.8,1,False,Low,No,Incorrect address routing,0.91,2026-06-17,2026-06,25,ORD-105246,PAY-205246,REF-305246,8888.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T09430,C10750,2026-06-17 21:26:00,Streaming,Standard,Bengaluru,70,45-54,App,I was charged but premium features are locked,Subscription,Subscription,Negative,-0.46,Medium,P2,7,0,10,17,AG107,Resolved,Investigated subscription issue; entitlement service bug identified and corrective action applied.,4.9,False,0.0,11,25.7,1,True,Medium,No,Entitlement service bug,0.8,2026-06-17,2026-06,25,ORD-105247,PAY-205247,REF-305247,13997.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07872,C11444,2026-06-17 21:39:00,Credit Card,Standard,Kolkata,38,55+,Social Media,I was charged twice for the same transaction,Payment,Payment,Negative,-0.61,High,P1,7,1,13,11,AG113,Resolved,Investigated payment issue; gateway latency identified and corrective action applied.,3.6,True,749.89,19,0.3,3,False,Low,No,Gateway latency,0.95,2026-06-17,2026-06,25,ORD-105248,PAY-205248,REF-305248,749.89,COMPLETED,FAILED,COMPLETED,749.89,,
T08490,C10688,2026-06-17 22:21:00,Internet,Enterprise,Hyderabad,15,55+,Phone,I was charged after cancelling my subscription,Billing,Billing,Negative,-0.51,Low,P3,7,1,144,104,AG114,Resolved,Investigated billing issue; duplicate billing event identified and corrective action applied.,3.7,False,0.0,20,0.0,1,False,Low,No,Duplicate billing event,0.97,2026-06-17,2026-06,25,ORD-105249,PAY-205249,REF-305249,8696.0,CANCELLED,FAILED,NOT_REQUESTED,0.0,,
T05489,C11761,2026-06-17 23:44:00,Internet,Premium,Pune,24,18-24,Email,Router keeps restarting,Router,Router,Negative,-0.55,Medium,P2,9,3,15,14,AG110,Open,Case escalated for further investigation; suspected cause: configuration sync failure.,2.2,False,0.0,5,0.0,0,False,Medium,No,Configuration sync failure,0.78,2026-06-17,2026-06,25,ORD-105250,PAY-205250,REF-305250,2492.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T03360,C11111,2026-06-18 00:07:00,Credit Card,Basic,Ahmedabad,24,55+,Email,I received a suspicious transaction alert,Fraud Alert,Fraud Alert,Negative,-1.0,High,P1,0,0,14,18,AG118,Pending Customer,Case escalated for further investigation; suspected cause: unauthorized transaction.,2.8,False,0.0,1,6.8,0,False,Medium,No,Unauthorized transaction,0.77,2026-06-18,2026-06,25,ORD-105251,PAY-205251,REF-305251,6510.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T08760,C11782,2026-06-18 01:13:00,Credit Card,Enterprise,Kolkata,43,18-24,Email,I cannot make a transaction because of my card limit,Limit,Limit,Negative,-0.43,Critical,P0,1,1,6,7,AG124,Resolved,Investigated limit issue; account verification issue identified and corrective action applied.,3.6,False,0.0,28,0.8,0,False,Low,No,Account verification issue,0.86,2026-06-18,2026-06,25,ORD-105252,PAY-205252,REF-305252,10797.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T02328,C10523,2026-06-18 03:19:00,E-commerce,Enterprise,Chennai,34,55+,App,I was charged twice for the same transaction,Payment,Payment,Negative,-0.49,Low,P3,6,1,21,23,AG120,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,5.0,False,0.0,27,0.0,4,False,Low,No,Payment gateway timeout,0.79,2026-06-18,2026-06,25,ORD-105253,PAY-205253,REF-305253,8537.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03667,C11176,2026-06-18 04:52:00,E-commerce,Premium,Ahmedabad,33,25-34,Chat,My refund has not arrived yet,Refund,Refund,Negative,-0.34,Critical,P0,9,4,18,25,AG121,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,4.1,False,0.0,25,38.1,2,True,Medium,No,Refund processing queue backlog,0.8,2026-06-18,2026-06,25,ORD-105254,PAY-205254,REF-305254,5377.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02800,C11546,2026-06-18 07:01:00,Mobile App,Enterprise,Jaipur,72,45-54,Chat,Wallet balance is incorrect,Wallet,Wallet,Negative,-1.0,Medium,P2,9,3,63,44,AG101,Resolved,Investigated wallet issue; top-up gateway timeout identified and corrective action applied.,4.4,False,0.0,19,11.5,1,False,Medium,No,Top-up gateway timeout,0.78,2026-06-18,2026-06,25,ORD-105255,PAY-205255,REF-305255,5335.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08361,C10672,2026-06-18 08:47:00,Streaming,Enterprise,Lucknow,34,25-34,App,The video stops playing after a few minutes,Playback,Playback,Negative,-0.35,High,P1,3,0,2,2,AG106,Resolved,Investigated playback issue; streaming server overload identified and corrective action applied.,3.4,False,0.0,364,3.5,0,False,Low,No,Streaming server overload,0.87,2026-06-18,2026-06,25,ORD-105256,PAY-205256,REF-305256,1177.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T07536,C11578,2026-06-18 10:09:00,Mobile App,Standard,Lucknow,55,25-34,Chat,Refund status has been pending for several days,Refund,Refund,Negative,-0.43,Critical,P0,6,5,7,10,AG108,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,3.8,True,22857.86,24,0.0,0,False,Low,No,Bank settlement delay,0.86,2026-06-18,2026-06,25,ORD-105257,PAY-205257,REF-305257,22857.86,COMPLETED,SUCCESS,PENDING,22857.86,,
T08646,C11716,2026-06-18 10:35:00,E-commerce,Enterprise,Mumbai,11,45-54,App,My order was cancelled without my approval,Order Cancellation,Order Cancellation,Neutral,-0.18,Low,P3,5,2,12,10,AG100,Resolved,Investigated order cancellation issue; inventory synchronization bug identified and corrective action applied.,2.8,False,0.0,6,5.5,0,False,Low,No,Inventory synchronization bug,0.89,2026-06-18,2026-06,25,ORD-105258,PAY-205258,REF-305258,10139.0,CANCELLED,SUCCESS,NOT_REQUESTED,0.0,,
T09550,C10965,2026-06-18 10:38:00,Credit Card,Premium,Mumbai,7,55+,Email,My refund has not arrived yet,Refund,Refund,Negative,-0.54,Medium,P2,0,0,47,59,AG105,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,4.2,True,12773.79,1,0.0,2,False,Low,No,Refund API delay,0.89,2026-06-18,2026-06,25,ORD-105259,PAY-205259,REF-305259,12773.79,COMPLETED,FAILED,COMPLETED,12773.79,,
T09025,C10082,2026-06-18 10:48:00,Streaming,Basic,Jaipur,67,25-34,App,I was charged the wrong amount,Billing,Billing,Neutral,-0.03,Low,P3,4,0,8,13,AG122,Resolved,Investigated billing issue; billing calculation bug identified and corrective action applied.,3.5,True,2705.52,22,2.5,0,False,Low,No,Billing calculation bug,0.77,2026-06-18,2026-06,25,ORD-105260,PAY-205260,REF-305260,2705.52,COMPLETED,SUCCESS,COMPLETED,2705.52,,
T09693,C11015,2026-06-18 11:28:00,Internet,Standard,Lucknow,48,25-34,Chat,Internet stops working randomly,Connectivity,Connectivity,Negative,-0.63,Medium,P2,8,0,7,7,AG117,Resolved,Investigated connectivity issue; last-mile connectivity issue identified and corrective action applied.,3.7,False,0.0,358,4.5,0,False,Low,No,Last-mile connectivity issue,0.88,2026-06-18,2026-06,25,ORD-105261,PAY-205261,REF-305261,1510.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T07732,C10164,2026-06-18 15:05:00,Mobile App,Enterprise,Kolkata,17,45-54,Phone,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.6,Medium,P2,6,1,19,26,AG105,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,2.8,True,22461.34,15,18.6,1,False,Low,No,Duplicate transaction processing,0.95,2026-06-18,2026-06,25,ORD-105262,PAY-205262,REF-305262,22461.34,COMPLETED,FAILED,PENDING,22461.34,,
T04500,C10814,2026-06-18 15:22:00,Internet,Standard,Pune,68,25-34,Social Media,Internet has been completely down,Downtime,Downtime,Negative,-0.75,Medium,P2,7,3,34,23,AG106,Resolved,Investigated downtime issue; maintenance incident identified and corrective action applied.,3.0,False,0.0,537,24.4,1,False,Medium,No,Maintenance incident,0.85,2026-06-18,2026-06,25,ORD-105263,PAY-205263,REF-305263,7599.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06376,C11238,2026-06-18 15:57:00,Credit Card,Basic,Lucknow,15,45-54,Email,I received only a partial refund,Refund,Refund,Negative,-0.52,High,P1,8,0,30,34,AG121,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,4.6,False,0.0,27,15.1,2,False,Low,No,Refund processing queue backlog,0.93,2026-06-18,2026-06,25,ORD-105264,PAY-205264,REF-305264,12549.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04748,C10140,2026-06-18 17:49:00,Streaming,Enterprise,Pune,38,18-24,Phone,Streaming quality drops frequently,Playback,Playback,Negative,-0.3,Low,P3,4,2,6,5,AG123,Resolved,Investigated playback issue; cdn congestion identified and corrective action applied.,5.0,False,0.0,208,32.3,0,False,Low,No,CDN congestion,0.78,2026-06-18,2026-06,25,ORD-105265,PAY-205265,REF-305265,13349.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T04860,C11698,2026-06-18 19:25:00,Mobile App,Standard,Lucknow,7,45-54,Phone,I requested OTP multiple times but received nothing,OTP,OTP,Neutral,0.07,Medium,P2,0,0,12,12,AG114,Resolved,Investigated otp issue; otp service rate limiting identified and corrective action applied.,3.5,False,0.0,23,0.0,2,False,Low,No,OTP service rate limiting,0.84,2026-06-18,2026-06,25,ORD-105266,PAY-205266,REF-305266,8288.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02839,C11028,2026-06-18 19:30:00,Mobile App,Standard,Lucknow,39,55+,Email,I was charged twice for the same transaction,Payment,Payment,Neutral,-0.16,High,P1,3,2,38,31,AG102,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.7,True,17688.44,19,29.1,6,False,Low,No,Payment gateway timeout,0.87,2026-06-18,2026-06,25,ORD-105267,PAY-205267,REF-305267,17688.44,COMPLETED,FAILED,COMPLETED,17688.44,,
T02787,C11338,2026-06-18 21:02:00,Credit Card,Enterprise,Delhi NCR,20,25-34,Email,My refund has not arrived yet,Refund,Refund,Negative,-0.25,Medium,P2,7,3,37,25,AG115,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,3.4,True,22511.71,17,16.1,2,False,Low,No,Refund processing queue backlog,0.88,2026-06-18,2026-06,25,ORD-105268,PAY-205268,REF-305268,22511.71,COMPLETED,FAILED,PENDING,22511.71,,
T04388,C10841,2026-06-18 21:03:00,Internet,Standard,Kolkata,62,45-54,Phone,Connection drops every evening,Connectivity,Connectivity,Neutral,-0.06,Low,P3,7,0,3,5,AG100,Pending Customer,Case escalated for further investigation; suspected cause: network congestion.,2.0,False,0.0,530,0.0,1,False,Medium,No,Network congestion,0.87,2026-06-18,2026-06,25,ORD-105269,PAY-205269,REF-305269,7957.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02690,C11481,2026-06-18 21:38:00,Credit Card,Basic,Hyderabad,47,55+,Chat,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.59,Low,P3,6,5,21,15,AG115,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,4.4,True,6968.9,18,1.2,1,False,Low,No,Duplicate transaction processing,0.88,2026-06-18,2026-06,25,ORD-105270,PAY-205270,REF-305270,6968.9,COMPLETED,FAILED,PENDING,6968.9,,
T06115,C10407,2026-06-18 22:04:00,Mobile App,Premium,Mumbai,35,25-34,Social Media,OTP is not arriving,OTP,OTP,Negative,-0.69,Medium,P2,1,1,10,9,AG124,Resolved,Investigated otp issue; otp service rate limiting identified and corrective action applied.,3.6,False,0.0,1,0.0,0,True,Low,No,OTP service rate limiting,0.79,2026-06-18,2026-06,25,ORD-105271,PAY-205271,REF-305271,6599.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T02112,C10658,2026-06-19 00:13:00,E-commerce,Standard,Hyderabad,53,35-44,App,My order has not arrived,Delivery,Delivery,Negative,-0.5,Critical,P0,4,3,6,8,AG102,Resolved,Investigated delivery issue; incorrect address routing identified and corrective action applied.,4.6,False,0.0,25,38.5,1,True,Medium,No,Incorrect address routing,0.78,2026-06-19,2026-06,25,ORD-105272,PAY-205272,REF-305272,3850.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T06620,C10970,2026-06-19 01:57:00,Streaming,Enterprise,Hyderabad,71,55+,Chat,Login fails after entering the correct credentials,Login,Login,Neutral,-0.07,High,P1,4,3,32,30,AG103,Resolved,Investigated login issue; authentication service timeout identified and corrective action applied.,5.0,False,0.0,1,15.7,0,False,Low,No,Authentication service timeout,0.98,2026-06-19,2026-06,25,ORD-105273,PAY-205273,REF-305273,7126.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T06084,C10817,2026-06-19 02:19:00,Mobile App,Standard,Pune,34,25-34,Email,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.51,Low,P3,5,4,13,20,AG108,Pending Customer,Case escalated for further investigation; suspected cause: payment gateway timeout.,1.6,True,23137.61,10,23.2,1,True,High,No,Payment gateway timeout,0.78,2026-06-19,2026-06,25,ORD-105274,PAY-205274,REF-305274,23137.61,COMPLETED,FAILED,PENDING,23137.61,,
T06002,C10646,2026-06-19 02:21:00,Mobile App,Enterprise,Chennai,46,18-24,Chat,My refund has not arrived yet,Refund,Refund,Negative,-0.78,Medium,P2,0,0,7,7,AG123,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,5.0,True,18662.13,30,10.4,2,False,Low,No,Bank settlement delay,0.91,2026-06-19,2026-06,25,ORD-105275,PAY-205275,REF-305275,18662.13,COMPLETED,FAILED,COMPLETED,18662.13,,
